,funded_month,investor_state_code,Count
2055,2008-04,MN,3
1097,2006-09,QC,3
2062,2008-04,OH,3
1818,2007-12,DNK,3
5457,2013-03,MO,3
1100,2006-09,SWE,3
1813,2007-12,CO,3
4437,2011-12,FL,3
986,2006-07,MO,3
4500,2012-01,FL,3
4434,2011-12,DNK,3
980,2006-07,ITA,3
4497,2012-01,DNK,3
1018,2006-08,FIN,3
1021,2006-08,GA,3
1854,2007-12,SWE,3
1061,2006-09,BEL,3
1925,2008-02,AUS,3
1900,2008-01,MUS,3
1927,2008-02,BC,3
5507,2013-04,HI,3
4474,2011-12,UT,3
5499,2013-04,DNK,3
1945,2008-02,IRL,3
1898,2008-01,MN,3
1954,2008-02,NC,3
1065,2006-09,CO,3
4487,2012-01,BRA,3
1882,2008-01,IA,3
1034,2006-08,MN,3
1881,2008-01,HUN,3
1970,2008-02,TWN,3
5487,2013-04,BC,3
5486,2013-04,AZ,3
1074,2006-09,GA,3
4466,2011-12,PA,3
1873,2008-01,DNK,3
4671,2012-03,UT,3
1989,2008-03,ESP,3
5480,2013-03,UT,3
1867,2008-01,CHE,3
5532,2013-04,ON,3
1856,2007-12,TWN,3
5445,2013-03,ITA,3
2245,2008-08,DC,3
4691,2012-04,FIN,3
5442,2013-03,IND,3
950,2006-06,SWE,3
4409,2011-11,RUS,3
5791,2013-08,IRL,3
946,2006-06,QC,3
4701,2012-04,IRL,3
2203,2008-07,ESP,3
1758,2007-11,AUT,3
5837,2013-09,BC,3
2210,2008-07,IL,3
5567,2013-05,FL,3
5407,2013-02,UT,3
2216,2008-07,MD,3
2183,2008-06,TN,3
5569,2013-05,GA,3
2219,2008-07,NC,3
2220,2008-07,NJ,3
4518,2012-01,LUX,3
5840,2013-09,BRA,3
1126,2006-10,JPN,3
1740,2007-10,NJ,3
1739,2007-10,NC,3
2231,2008-07,SWE,3
2233,2008-07,VA,3
1735,2007-10,MI,3
927,2006-06,IND,3
5398,2013-02,QC,3
4515,2012-01,KOR,3
5566,2013-05,FIN,3
4410,2011-11,SC,3
5564,2013-05,DNK,3
2120,2008-05,PRT,3
2124,2008-05,SWE,3
5551,2013-05,AUS,3
2129,2008-05,WI,3
969,2006-07,DC,3
1788,2007-11,NC,3
2140,2008-06,CT,3
1786,2007-11,MO,3
1785,2007-11,MN,3
4422,2011-12,BC,3
5552,2013-05,BC,3
606,2005-11,QC,3
1781,2007-11,JPN,3
1114,2006-10,CO,3
4507,2012-01,ID,3
1771,2007-11,FL,3
1769,2007-11,DNK,3
961,2006-07,BC,3
4413,2011-11,SWE,3
2162,2008-06,MI,3
4412,2011-11,SGP,3
2169,2008-06,NLD,3
2171,2008-06,NOR,3
1118,2006-10,FL,3
5416,2013-03,BEL,3
5415,2013-03,BC,3
2177,2008-06,QC,3
65,2004-06,CHN,3
790,2006-03,MD,3
5337,2013-01,UKR,3
5950,2013-10,MUS,3
136,2004-12,CHN,3
5658,2013-06,NE,3
1463,2007-05,GA,3
2798,2009-07,CHE,3
640,2005-12,MD,3
689,2006-01,ITA,3
2795,2009-07,BC,3
687,2006-01,IRL,3
2923,2009-09,SWE,3
4592,2012-02,NC,3
672,2006-01,CHN,3
4259,2011-09,IND,3
2711,2009-05,IL,3
2712,2009-05,IN,3
1452,2007-05,CHE,3
1359,2007-03,CHN,3
1381,2007-03,NC,3
4302,2011-10,CO,3
1353,2007-03,AUS,3
1383,2007-03,NJ,3
5940,2013-10,KOR,3
4287,2011-09,RUS,3
1481,2007-05,NJ,3
1281,2007-01,NJ,3
5218,2012-12,CT,3
2946,2009-10,GA,3
1386,2007-03,OH,3
2940,2009-10,DNK,3
1476,2007-05,MN,3
1413,2007-04,DNK,3
2693,2009-05,AUS,3
2806,2009-07,FL,3
1350,2007-02,VA,3
6120,2013-12,TN,3
5682,2013-06,WI,3
5223,2012-12,ESP,3
5654,2013-06,MN,3
1246,2007-01,BC,3
735,2006-02,HKG,3
1360,2007-03,CO,3
2878,2009-08,TN,3
1421,2007-04,ISR,3
5664,2013-06,NS,3
2746,2009-06,BC,3
2751,2009-06,CO,3
2752,2009-06,CT,3
699,2006-01,NC,3
5683,2013-07,AB,3
711,2006-01,SGP,3
1433,2007-04,OH,3
2754,2009-06,DEU,3
1425,2007-04,MD,3
1430,2007-04,NLD,3
4589,2012-02,MN,3
2770,2009-06,JPN,3
4290,2011-09,SWE,3
2767,2009-06,IRL,3
2753,2009-06,DC,3
1274,2007-01,MD,3
2566,2009-02,LUX,3
657,2005-12,SGP,3
2790,2009-06,TX,3
1446,2007-04,WA,3
1257,2007-01,ESP,3
645,2005-12,NJ,3
1367,2007-03,GA,3
5227,2012-12,GA,3
721,2006-02,BC,3
1439,2007-04,SGP,3
1419,2007-04,IND,3
2725,2009-05,NJ,3
2727,2009-05,NOR,3
5270,2013-01,AZ,3
2729,2009-05,OH,3
2730,2009-05,ON,3
2906,2009-09,ISR,3
5932,2013-10,IN,3
650,2005-12,OH,3
2715,2009-05,JPN,3
5747,2013-07,POL,3
2956,2009-10,KOR,3
5703,2013-07,DNK,3
2602,2009-03,ESP,3
618,2005-12,CHN,3
619,2005-12,CO,3
5676,2013-06,TN,3
4564,2012-02,DC,3
2835,2009-07,UT,3
2832,2009-07,QC,3
5243,2012-12,MO,3
771,2006-03,CHN,3
1529,2007-06,LUX,3
5714,2013-07,IN,3
2981,2009-10,TWN,3
2860,2009-08,JPN,3
767,2006-03,AUS,3
5290,2013-01,GA,3
762,2006-02,TX,3
5638,2013-06,HKG,3
2621,2009-03,NC,3
4326,2011-10,MN,3
4604,2012-02,SGP,3
1391,2007-03,SGP,3
4235,2011-09,AZ,3
1261,2007-01,GA,3
2568,2009-02,MD,3
3002,2009-11,FL,3
1403,2007-04,BC,3
784,2006-03,IL,3
2837,2009-07,WA,3
5952,2013-10,NE,3
1540,2007-06,NOR,3
4562,2012-02,CO,3
5247,2012-12,NLD,3
2587,2009-02,VA,3
2838,2009-08,BC,3
4328,2011-10,NC,3
1207,2006-12,CT,3
1303,2007-02,AUS,3
2624,2009-03,NLD,3
4727,2012-04,SWE,3
4318,2011-10,JOR,3
2627,2009-03,OH,3
2866,2009-08,MN,3
1498,2007-06,AL,3
2653,2009-04,DEU,3
4309,2011-10,FL,3
748,2006-02,NJ,3
1410,2007-04,DC,3
2661,2009-04,HKG,3
5923,2013-10,FL,3
2962,2009-10,MN,3
2961,2009-10,MI,3
2868,2009-08,NC,3
4578,2012-02,IRL,3
2673,2009-04,MD,3
2870,2009-08,NLD,3
1486,2007-05,ON,3
1331,2007-02,MI,3
683,2006-01,HKG,3
2812,2009-07,IN,3
2826,2009-07,NOR,3
4732,2012-04,VA,3
678,2006-01,ESP,3
4315,2011-10,IND,3
4277,2011-09,NLD,3
5641,2013-06,IN,3
2976,2009-10,QC,3
5210,2012-12,BGR,3
2828,2009-07,OH,3
5679,2013-06,UT,3
2633,2009-03,RUS,3
4244,2011-09,CT,3
2886,2009-09,BC,3
753,2006-02,OH,3
2963,2009-10,MO,3
1510,2007-06,DEU,3
623,2005-12,DNK,3
6063,2013-12,BEL,4
1791,2007-11,NOR,4
5733,2013-07,NC,4
1110,2006-10,BC,4
1389,2007-03,QC,4
3704,2010-11,SWE,4
1112,2006-10,CHE,4
252,2005-03,MD,4
1783,2007-11,MD,4
1267,2007-01,IRL,4
1377,2007-03,MD,4
212,2005-02,MN,4
1117,2006-10,FIN,4
1204,2006-12,CHE,4
1798,2007-11,QC,4
1862,2008-01,AUS,4
5706,2013-07,FL,4
4845,2012-06,NLD,4
5527,2013-04,NLD,4
1871,2008-01,DC,4
3643,2010-10,OH,4
5006,2012-09,BEL,4
4001,2011-05,BC,4
5524,2013-04,NC,4
1071,2006-09,FIN,4
229,2005-03,AUS,4
1292,2007-01,SGP,4
1287,2007-01,ON,4
5523,2013-04,MUS,4
5522,2013-04,MO,4
5007,2012-09,BGR,4
5715,2013-07,IND,4
5716,2013-07,IRL,4
4605,2012-02,SWE,4
1064,2006-09,CHN,4
4606,2012-02,TN,4
5013,2012-09,CT,4
6030,2013-11,NJ,4
3992,2011-04,UT,4
1298,2007-01,UT,4
5014,2012-09,DC,4
1886,2008-01,IND,4
4067,2011-06,FIN,4
4495,2012-01,DC,4
1279,2007-01,MYS,4
248,2005-03,JPN,4
1270,2007-01,JPN,4
5800,2013-08,MI,4
1104,2006-09,UT,4
4,2004-01,DEU,4
1808,2007-12,BC,4
1369,2007-03,IL,4
5687,2013-07,AZ,4
353,2005-05,TX,4
5544,2013-04,UT,4
5543,2013-04,UKR,4
5689,2013-07,BEL,4
1816,2007-12,DC,4
4598,2012-02,ON,4
1817,2007-12,DEU,4
1098,2006-09,SGP,4
3969,2011-04,JPN,4
1356,2007-03,BEL,4
4601,2012-02,RI,4
6073,2013-12,DC,4
1830,2007-12,JPN,4
3663,2010-11,CHN,4
4063,2011-06,CT,4
3973,2011-04,MI,4
1090,2006-09,NJ,4
1346,2007-02,SWE,4
361,2005-06,CHN,4
1794,2007-11,ON,4
1358,2007-03,CHE,4
3734,2010-12,ISR,4
4596,2012-02,NZL,4
4077,2011-06,IRL,4
1184,2006-11,OH,4
4576,2012-02,IN,4
6051,2013-11,UT,4
4544,2012-01,UKR,4
4632,2012-03,GA,4
305,2005-04,QC,4
1616,2007-08,DC,4
5651,2013-06,MD,4
4958,2012-08,GA,4
307,2005-04,SWE,4
4960,2012-08,HKG,4
23,2004-03,DEU,4
1594,2007-07,PA,4
1234,2006-12,OH,4
5764,2013-08,ARG,4
1479,2007-05,NC,4
4580,2012-02,ITA,4
1641,2007-08,OH,4
1642,2007-08,ON,4
1643,2007-08,PA,4
4965,2012-08,ITA,4
1475,2007-05,MI,4
5765,2013-08,AUS,4
1169,2006-11,ISR,4
5655,2013-06,MO,4
310,2005-04,VA,4
311,2005-04,WA,4
1482,2007-05,NLD,4
4966,2012-08,JPN,4
1592,2007-07,OH,4
5643,2013-06,IRL,4
1205,2006-12,CHN,4
1542,2007-06,ON,4
16,2004-02,CA,4
5635,2013-06,GA,4
4024,2011-05,JPN,4
3841,2011-02,DNK,4
281,2005-04,FIN,4
5632,2013-06,FIN,4
3855,2011-02,ITA,4
1557,2007-07,BC,4
5629,2013-06,DNK,4
289,2005-04,JPN,4
1563,2007-07,CT,4
1505,2007-06,CHE,4
6054,2013-11,WI,4
4023,2011-05,ITA,4
3859,2011-02,MD,4
4029,2011-05,MI,4
5627,2013-06,DC,4
1195,2006-11,VA,4
1214,2006-12,HKG,4
5756,2013-07,TUR,4
1521,2007-06,IL,4
295,2005-04,NC,4
1581,2007-07,MD,4
297,2005-04,NJ,4
1582,2007-07,MI,4
1583,2007-07,MN,4
5753,2013-07,SWE,4
4968,2012-08,LBN,4
1241,2006-12,WA,4
3777,2011-01,DC,4
1708,2007-10,BEL,4
262,2005-03,PA,4
1423,2007-04,JPN,4
5784,2013-08,GA,4
260,2005-03,ON,4
3922,2011-03,NJ,4
5580,2013-05,KOR,4
6062,2013-12,BC,4
5576,2013-05,ITA,4
3730,2010-12,HKG,4
4014,2011-05,FIN,4
4650,2012-03,NC,4
225,2005-02,TX,4
1253,2007-01,DC,4
1414,2007-04,ESP,4
4593,2012-02,NJ,4
3932,2011-03,RUS,4
4652,2012-03,NLD,4
1408,2007-04,CHN,4
3717,2010-12,CO,4
4871,2012-07,BGR,4
1757,2007-11,AUS,4
4513,2012-01,ITA,4
4991,2012-08,SGP,4
1259,2007-01,FL,4
226,2005-02,UT,4
1120,2006-10,GA,4
4992,2012-08,SWE,4
1741,2007-10,NLD,4
1703,2007-09,VA,4
1251,2007-01,CO,4
1698,2007-09,SWE,4
1458,2007-05,DNK,4
5661,2013-06,NLD,4
5767,2013-08,BEL,4
1455,2007-05,CT,4
1454,2007-05,CO,4
3896,2011-03,ESP,4
3773,2011-01,CHL,4
1448,2007-05,BC,4
3901,2011-03,HKG,4
1161,2006-11,ESP,4
4535,2012-01,OR,4
1662,2007-09,CHN,4
264,2005-03,SGP,4
1665,2007-09,DC,4
3765,2011-01,ARG,4
4641,2012-03,JPN,4
5663,2013-06,NOR,4
3906,2011-03,IND,4
1676,2007-09,ISR,4
3908,2011-03,ISR,4
3909,2011-03,ITA,4
4531,2012-01,NS,4
1684,2007-09,MN,4
3755,2010-12,RUS,4
5778,2013-08,DNK,4
1687,2007-09,NC,4
1434,2007-04,ON,4
3748,2010-12,NJ,4
3747,2010-12,NH,4
3706,2010-11,TX,4
3619,2010-10,FRA,4
608,2005-11,SWE,4
4482,2012-01,AUS,4
2609,2009-03,IL,4
520,2005-09,VA,4
772,2006-03,CO,4
519,2005-09,UT,4
4794,2012-05,SWE,4
5918,2013-10,DC,4
2593,2009-03,BC,4
768,2006-03,BEL,4
2585,2009-02,TX,4
2582,2009-02,QC,4
4331,2011-10,NJ,4
4332,2011-10,NLD,4
2573,2009-02,NC,4
5312,2013-01,NC,4
3255,2010-03,ON,4
4170,2011-08,AUS,4
173,2005-01,MD,4
2630,2009-03,PA,4
4731,2012-04,UT,4
755,2006-02,PA,4
2700,2009-05,CO,4
538,2005-10,IL,4
4304,2011-10,DC,4
730,2006-02,FIN,4
4192,2011-08,IRL,4
4191,2011-08,IND,4
2690,2009-04,UT,4
733,2006-02,GA,4
2685,2009-04,QC,4
3200,2010-02,ON,4
2683,2009-04,PA,4
2681,2009-04,ON,4
2676,2009-04,NC,4
739,2006-02,ISR,4
2669,2009-04,JPN,4
2649,2009-04,CO,4
2642,2009-04,AUS,4
4725,2012-04,RUS,4
2549,2009-02,DNK,4
2542,2009-02,CHE,4
5319,2013-01,NV,4
4715,2012-04,NLD,4
4714,2012-04,NJ,4
1906,2008-01,NOR,4
5998,2013-11,DNK,4
2444,2008-12,BC,4
2439,2008-11,WA,4
6001,2013-11,FL,4
2438,2008-11,VA,4
2436,2008-11,SWE,4
3332,2010-05,CT,4
5109,2012-10,MO,4
2430,2008-11,OH,4
5345,2013-02,BC,4
3341,2010-05,IRL,4
2409,2008-11,IND,4
5347,2013-02,BGR,4
5348,2013-02,BRA,4
833,2006-04,IRL,4
727,2006-02,DC,4
3313,2010-04,ON,4
2468,2008-12,NC,4
3272,2010-04,BEL,4
2526,2009-01,ON,4
4802,2012-05,WI,4
3277,2010-04,CO,4
5993,2013-11,CT,4
5903,2013-09,WI,4
5327,2013-01,QC,4
104,2004-09,GBR,4
3287,2010-04,GA,4
5115,2012-10,NLD,4
2497,2009-01,FIN,4
818,2006-04,CHN,4
501,2005-09,MN,4
826,2006-04,FL,4
498,2005-09,MD,4
99,2004-08,MA,4
5332,2013-01,SWE,4
5113,2012-10,NJ,4
5352,2013-02,CHN,4
4299,2011-10,CHE,4
725,2006-02,CO,4
2920,2009-09,ON,4
4220,2011-08,RUS,4
653,2005-12,PA,4
2894,2009-09,DC,4
4779,2012-05,NJ,4
5234,2012-12,ISR,4
579,2005-11,CT,4
3059,2009-12,HKG,4
577,2005-11,CHN,4
2880,2009-08,UT,4
4216,2011-08,PA,4
4270,2011-09,MI,4
3084,2009-12,SWE,4
2875,2009-08,QC,4
2873,2009-08,ON,4
573,2005-11,BC,4
2885,2009-09,AUS,4
5973,2013-10,TN,4
585,2005-11,GA,4
5185,2012-11,OH,4
5200,2012-11,UT,4
3016,2009-11,KOR,4
611,2005-11,WA,4
4237,2011-09,BEL,4
603,2005-11,OH,4
5208,2012-12,BC,4
613,2005-12,BC,4
3026,2009-11,NLD,4
2978,2009-10,SWE,4
5215,2012-12,CHN,4
4226,2011-08,UT,4
4764,2012-05,IRL,4
4763,2012-05,IND,4
635,2005-12,ISR,4
2938,2009-10,DC,4
2932,2009-10,BEL,4
3052,2009-12,DNK,4
2864,2009-08,MD,4
2856,2009-08,IL,4
5244,2012-12,NC,4
3097,2010-01,BC,4
704,2006-01,OH,4
2755,2009-06,DNK,4
6098,2013-12,MN,4
4740,2012-05,BEL,4
4739,2012-05,BC,4
715,2006-01,VA,4
5148,2012-11,CT,4
2721,2009-05,MI,4
5147,2012-11,CO,4
544,2005-10,MD,4
3173,2010-02,ESP,4
5271,2013-01,BC,4
5141,2012-11,BC,4
5272,2013-01,BEL,4
542,2005-10,JPN,4
723,2006-02,CHE,4
3183,2010-02,JPN,4
552,2005-10,NJ,4
4195,2011-08,ITA,4
5154,2012-11,FIN,4
3141,2010-01,NOR,4
5246,2012-12,NJ,4
2842,2009-08,CHN,4
675,2006-01,DC,4
2839,2009-08,BEL,4
2836,2009-07,VA,4
679,2006-01,FIN,4
5166,2012-11,JPN,4
2819,2009-07,MD,4
2808,2009-07,GA,4
686,2006-01,IND,4
2802,2009-07,DC,4
2791,2009-06,VA,4
4744,2012-05,CHL,4
695,2006-01,MD,4
696,2006-01,MI,4
2780,2009-06,NJ,4
2777,2009-06,NC,4
2773,2009-06,MD,4
4810,2012-06,CHN,4
4155,2011-07,OR,4
5356,2013-02,DC,4
3513,2010-08,NJ,4
4692,2012-04,FL,4
5044,2012-09,NLD,4
2127,2008-05,VA,4
2122,2008-05,RI,4
5043,2012-09,NJ,4
3524,2010-08,QC,4
4425,2011-12,CHE,4
2116,2008-05,OH,4
983,2006-07,MD,4
985,2006-07,MN,4
5041,2012-09,NE,4
4103,2011-06,SGP,4
2085,2008-05,CHN,4
2081,2008-05,BC,4
3544,2010-09,CO,4
978,2006-07,IL,4
5432,2013-03,FIN,4
4830,2012-06,ITA,4
5047,2012-09,OH,4
3468,2010-07,ON,4
4403,2011-11,ON,4
2201,2008-07,DEU,4
2200,2008-07,DC,4
5413,2013-03,AUS,4
194,2005-02,CHE,4
953,2006-06,VA,4
73,2004-06,NY,4
3489,2010-08,CT,4
5418,2013-03,BRA,4
5423,2013-03,CO,4
4415,2011-11,UT,4
2151,2008-06,IL,4
3501,2010-08,ISR,4
6023,2013-11,MI,4
3503,2010-08,JPN,4
2145,2008-06,FL,4
2053,2008-04,MD,4
2040,2008-04,GA,4
3553,2010-09,FIN,4
5468,2013-03,OR,4
5022,2012-09,GA,4
386,2005-06,PA,4
1975,2008-02,WI,4
4085,2011-06,MD,4
4469,2011-12,RUS,4
1036,2006-08,NC,4
1963,2008-02,ON,4
4081,2011-06,KOR,4
6029,2013-11,NE,4
1039,2006-08,NJ,4
1044,2006-08,OH,4
3607,2010-10,BEL,4
1930,2008-02,CHE,4
3611,2010-10,CHN,4
3613,2010-10,CT,4
5511,2013-04,IRL,4
1922,2008-01,VA,4
1979,2008-03,BEL,4
5408,2013-02,VA,4
4838,2012-06,MN,4
5028,2012-09,IRL,4
1012,2006-08,CHE,4
4452,2011-12,KOR,4
2030,2008-04,CHN,4
2029,2008-04,CHE,4
2021,2008-03,WA,4
1016,2006-08,DC,4
2016,2008-03,SWE,4
2014,2008-03,PA,4
398,2005-07,BC,4
4091,2011-06,NJ,4
4457,2011-12,NJ,4
2001,2008-03,MD,4
1998,2008-03,JPN,4
1024,2006-08,IL,4
1994,2008-03,IL,4
1993,2008-03,HKG,4
1985,2008-03,CT,4
4837,2012-06,MI,4
439,2005-08,CT,4
423,2005-07,OH,4
3406,2010-06,NLD,4
6010,2013-11,IND,4
3397,2010-06,LUX,4
2314,2008-09,MD,4
895,2006-05,ON,4
190,2005-01,VA,4
3462,2010-07,NJ,4
2335,2008-09,WA,4
2309,2008-09,JPN,4
3411,2010-06,OH,4
900,2006-05,SWE,4
6111,2013-12,OR,4
3416,2010-06,RI,4
2291,2008-09,CHE,4
5865,2013-09,ITA,4
5379,2013-02,MI,4
3392,2010-06,ISR,4
5083,2012-10,DNK,4
2342,2008-10,CHE,4
2385,2008-10,VA,4
5095,2012-10,IND,4
5094,2012-10,IN,4
4814,2012-06,DC,4
2375,2008-10,OH,4
2372,2008-10,NLD,4
4140,2011-07,KOR,4
85,2004-07,GBR,4
469,2005-08,SWE,4
2354,2008-10,HKG,4
5369,2013-02,IND,4
5372,2013-02,JPN,4
2347,2008-10,DC,4
3387,2010-06,GA,4
465,2005-08,PA,4
907,2006-06,BEL,4
5859,2013-09,HKG,4
5426,2013-03,CZE,4
2229,2008-07,QC,4
5404,2013-02,TN,4
5070,2012-10,BC,4
5853,2013-09,FL,4
920,2006-06,GA,4
6013,2013-11,ITA,4
2235,2008-08,AB,4
2261,2008-08,MD,4
2243,2008-08,CO,4
3456,2010-07,MN,4
5838,2013-09,BEL,4
4395,2011-11,MN,4
3436,2010-07,DC,4
3442,2010-07,GA,4
4400,2011-11,NLD,4
4121,2011-07,CT,4
4260,2011-09,IRL,5
4712,2012-04,NC,5
4114,2011-07,BEL,5
4694,2012-04,GA,5
4262,2011-09,ITA,5
4399,2011-11,NJ,5
4004,2011-05,CHE,5
6087,2013-12,ITA,5
4157,2011-07,QC,5
4824,2012-06,HKG,5
4754,2012-05,FIN,5
4757,2012-05,GA,5
4463,2011-12,OH,5
181,2005-01,ON,5
4180,2011-08,DC,5
90,2004-07,NY,5
4789,2012-05,QC,5
4236,2011-09,BC,5
185,2005-01,SWE,5
4827,2012-06,IND,5
4470,2011-12,SGP,5
6102,2013-12,NE,5
4139,2011-07,JPN,5
205,2005-02,IL,5
4248,2011-09,DNK,5
4711,2012-04,MO,5
4777,2012-05,MO,5
4404,2011-11,OR,5
4864,2012-06,WI,5
93,2004-07,WA,5
139,2004-12,GBR,5
4486,2012-01,BEL,5
227,2005-02,VA,5
6119,2013-12,SWE,5
4629,2012-03,ESP,5
4043,2011-05,QC,5
122,2004-10,WA,5
4647,2012-03,MI,5
4831,2012-06,JPN,5
4202,2011-08,MD,5
4016,2011-05,GA,5
4286,2011-09,QC,5
4442,2011-12,HKG,5
105,2004-09,MA,5
4657,2012-03,OR,5
4625,2012-03,CT,5
4172,2011-08,BEL,5
4045,2011-05,RUS,5
4559,2012-02,CHE,5
4394,2011-11,MI,5
4588,2012-02,MI,5
4028,2011-05,MD,5
4747,2012-05,CT,5
4100,2011-06,RI,5
4622,2012-03,CHN,5
4582,2012-02,JPN,5
4303,2011-10,CT,5
4869,2012-07,BC,5
4510,2012-01,IND,5
4718,2012-04,OH,5
6081,2013-12,HKG,5
6110,2013-12,ON,5
4161,2011-07,SWE,5
4704,2012-04,JPN,5
4062,2011-06,CO,5
4345,2011-10,SWE,5
4165,2011-07,VA,5
4207,2011-08,NJ,5
4206,2011-08,NC,5
4656,2012-03,ON,5
4832,2012-06,KOR,5
4749,2012-05,DC,5
4490,2012-01,CHL,5
11,2004-01,NY,5
2955,2009-10,JPN,5
5280,2013-01,CT,5
1029,2006-08,JPN,5
3039,2009-11,VA,5
5189,2012-11,PA,5
1972,2008-02,UT,5
1956,2008-02,NJ,5
3069,2009-12,MD,5
3072,2009-12,NC,5
3079,2009-12,OH,5
5492,2013-04,CHL,5
3088,2009-12,UT,5
5503,2013-04,FL,5
5505,2013-04,GA,5
567,2005-10,VA,5
1932,2008-02,CO,5
3127,2010-01,JPN,5
604,2005-11,ON,5
558,2005-10,ON,5
1986,2008-03,DC,5
3004,2009-11,GA,5
2087,2008-05,CT,5
2924,2009-09,TX,5
2080,2008-05,AUS,5
2930,2009-10,AUS,5
2936,2009-10,CO,5
5222,2012-12,DNK,5
1299,2007-01,VA,5
5216,2012-12,CO,5
1007,2006-07,WA,5
2046,2008-04,IRL,5
5962,2013-10,OR,5
2033,2008-04,DC,5
2031,2008-04,CO,5
1014,2006-08,CO,5
2997,2009-11,CT,5
5483,2013-03,WI,5
3139,2010-01,NJ,5
1913,2008-01,QC,5
1909,2008-01,OH,5
3258,2010-03,QC,5
1790,2007-11,NJ,5
3268,2010-03,WA,5
3275,2010-04,CHE,5
3276,2010-04,CHN,5
1113,2006-10,CHN,5
1778,2007-11,IND,5
3298,2010-04,JPN,5
3302,2010-04,MD,5
1770,2007-11,ESP,5
1767,2007-11,DC,5
3319,2010-04,TN,5
5793,2013-08,ITA,5
3321,2010-04,TX,5
1759,2007-11,BC,5
1103,2006-09,TX,5
1809,2007-12,BEL,5
3240,2010-03,JPN,5
1096,2006-09,PA,5
3145,2010-01,OH,5
5520,2013-04,MI,5
5983,2013-11,AUS,5
3188,2010-02,MD,5
5984,2013-11,AZ,5
5136,2012-10,VA,5
5135,2012-10,UT,5
5453,2013-03,MD,5
3201,2010-02,PA,5
5526,2013-04,NJ,5
3214,2010-03,AUS,5
1864,2008-01,BC,5
3224,2010-03,DEU,5
2418,2008-11,MD,5
1843,2007-12,NLD,5
5539,2013-04,SWE,5
3203,2010-02,QC,5
5105,2012-10,MD,5
2101,2008-05,ISR,5
2904,2009-09,IL,5
2343,2008-10,CHN,5
801,2006-03,ON,5
2334,2008-09,VA,5
5316,2013-01,NJ,5
2332,2008-09,TX,5
2554,2009-02,FRA,5
885,2006-05,MD,5
2578,2009-02,OH,5
2584,2009-02,SWE,5
898,2006-05,QC,5
5866,2013-09,JPN,5
2600,2009-03,DEU,5
765,2006-02,WA,5
2271,2008-08,PA,5
5855,2013-09,GA,5
2345,2008-10,CT,5
2253,2008-08,IL,5
2504,2009-01,IL,5
819,2006-04,CO,5
2423,2008-11,NC,5
5891,2013-09,QC,5
2451,2008-12,CT,5
2453,2008-12,DEU,5
5338,2013-01,UT,5
5334,2013-01,TN,5
5895,2013-09,SGP,5
2474,2008-12,PA,5
5896,2013-09,SWE,5
867,2006-05,CT,5
2482,2008-12,WA,5
5331,2013-01,SGP,5
2490,2009-01,CHE,5
2368,2008-10,NC,5
2491,2009-01,CHN,5
2500,2009-01,GA,5
2634,2009-03,SWE,5
2635,2009-03,TX,5
5397,2013-02,POL,5
967,2006-07,CO,5
2785,2009-06,PA,5
2147,2008-06,GA,5
5427,2013-03,DC,5
5429,2013-03,DNK,5
968,2006-07,CT,5
677,2006-01,DNK,5
2833,2009-07,SWE,5
2137,2008-06,CHE,5
5241,2012-12,MI,5
973,2006-07,FL,5
2118,2008-05,ON,5
655,2005-12,QC,5
2109,2008-05,MN,5
5232,2012-12,IND,5
966,2006-07,CHN,5
5936,2013-10,ITA,5
5420,2013-03,CHE,5
5265,2012-12,VA,5
937,2006-06,NC,5
5296,2013-01,IN,5
2648,2009-04,CHN,5
2650,2009-04,CT,5
2658,2009-04,FRA,5
2208,2008-07,HKG,5
736,2006-02,IL,5
981,2006-07,JPN,5
5925,2013-10,GA,5
728,2006-02,DEU,5
2198,2008-07,CT,5
2196,2008-07,CHN,5
2703,2009-05,DEU,5
5273,2013-01,BGR,5
2739,2009-05,SWE,5
5268,2013-01,ARG,5
5287,2013-01,FIN,5
488,2005-09,FIN,5
1859,2007-12,VA,5
483,2005-09,CO,5
334,2005-05,JPN,5
5645,2013-06,ITA,5
4987,2012-08,QC,5
1507,2007-06,CO,5
3693,2010-11,NJ,5
350,2005-05,QC,5
1508,2007-06,CT,5
3676,2010-11,IL,5
4998,2012-08,VA,5
1509,2007-06,DC,5
3662,2010-11,CHL,5
3661,2010-11,CHE,5
6033,2013-11,NV,5
362,2005-06,CO,5
5005,2012-09,BC,5
3638,2010-10,NC,5
1538,2007-06,NJ,5
1577,2007-07,ITA,5
5619,2013-06,BEL,5
391,2005-06,TX,5
388,2005-06,QC,5
1562,2007-07,CO,5
385,2005-06,ON,5
3728,2010-12,GA,5
1552,2007-06,VA,5
3601,2010-09,WA,5
1548,2007-06,SWE,5
3617,2010-10,ESP,5
3620,2010-10,GA,5
376,2005-06,MD,5
3349,2010-05,NC,5
3595,2010-09,TN,5
1191,2006-11,TN,5
4984,2012-08,PA,5
1496,2007-05,WA,5
3986,2011-04,QC,5
3983,2011-04,OH,5
5719,2013-07,ITA,5
1308,2007-02,CHE,5
1313,2007-02,DC,5
247,2005-03,ISR,5
1330,2007-02,MD,5
4898,2012-07,JPN,5
1277,2007-01,MN,5
3938,2011-03,VA,5
3935,2011-03,TN,5
4903,2012-07,MD,5
1362,2007-03,DC,5
4918,2012-07,PA,5
5674,2013-06,SGP,5
